id,employee_status,country_residence,gender,age,cust_new,cust_seniority,init_cust_that_left,ult_fec_cli_1t,indrel_1mes,cust_relation_start_of_month,residence_index,foreigner_index,spouse,input_channel,indfall,tipodom,province_code,province_name,cust_active,gross_income,segmentation,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
1050553,N,ES,H,24,0,35,1,,1,A,S,N,,KHE,N,1,15,"CORU?A, A",1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050556,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,49,ZAMORA,1,134770.2,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050557,N,ES,H,27,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,124518.48,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050560,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,13,CIUDAD REAL,1,59537.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050561,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,120146.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050562,N,ES,V,25,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,0,63342.36,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050565,N,ES,H,33,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,54141.03,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1050567,N,ES,V,22,0,35,1,,1,I,S,N,,KHE,N,1,44,TERUEL,0,74689.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050568,N,ES,H,38,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,147215.97,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050569,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,13,CIUDAD REAL,0,99272.52,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050570,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,46145.94,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050571,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,48,BIZKAIA,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050573,N,ES,V,45,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,147215.97,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050574,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,13,CIUDAD REAL,1,64347.36,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050575,N,ES,V,24,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,151852.47,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050552,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,82756.11,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050527,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,67018.92,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050551,N,ES,H,26,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,111926.91,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050549,N,ES,V,29,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,56603.76,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050530,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,17,GIRONA,0,58801.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050531,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,27,LUGO,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050532,N,ES,V,22,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,0,134144.28,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050533,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,12,CASTELLON,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050534,N,ES,V,31,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050535,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,15,"CORU?A, A",0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050536,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,37778.01,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050537,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,50,ZARAGOZA,1,214309.14,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1050540,N,ES,H,25,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050541,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,27,LUGO,0,112228.41,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050542,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,26,"RIOJA, LA",1,66540.48,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050543,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,49,ZAMORA,0,73414.65,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050544,N,ES,H,25,0,35,1,,1,I,S,N,,KHE,N,1,27,LUGO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050547,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,189110.64,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050548,N,ES,V,27,0,35,1,,1,A,S,N,,KHE,N,1,13,CIUDAD REAL,1,84365.58,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050550,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,42247.26,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050713,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,180338.19,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050715,N,ES,V,22,0,35,1,,1,A,S,N,,KHD,N,1,2,ALBACETE,1,103915.47,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050717,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,133865.43,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050873,N,ES,H,31,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050874,N,ES,H,27,0,35,1,,1,A,S,N,,KHE,N,1,5,AVILA,1,65012.64,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050875,N,ES,V,22,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050878,N,ES,V,30,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,1,126039.36,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050879,N,ES,H,26,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,0,72203.85,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050884,N,ES,V,29,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,0,323722.5,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050885,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,6,BADAJOZ,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050887,N,ES,H,26,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050888,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,1,243690.57,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050890,N,ES,H,26,0,35,1,,1,I,S,N,,KHE,N,1,5,AVILA,0,93297.81,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050891,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050893,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,102242.25,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050894,N,ES,H,25,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,1,92941.65,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050896,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,22,HUESCA,0,72729.48,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050897,N,ES,V,22,0,35,1,,1,A,S,N,,KHE,N,1,3,ALICANTE,1,112788.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050872,N,ES,V,60,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,1,330939.12,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050898,N,ES,H,26,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,57358.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050871,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,39,CANTABRIA,1,68472.63,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050867,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,85170.99,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050841,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORU?A, A",1,99813.3,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050844,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,72727.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050846,N,ES,V,24,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,1,143977.8,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050847,N,ES,V,22,0,35,1,,1,I,S,N,,KHE,N,1,20,GIPUZKOA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050848,N,ES,H,33,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,55686.72,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050851,N,ES,V,24,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,43845,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050852,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,0,89386.86,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050854,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,115583.91,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050855,N,ES,V,30,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,81308.46,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050857,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,1,640168.26,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050859,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,142219.8,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050861,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,39,CANTABRIA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050862,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,50577.66,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050864,N,ES,V,25,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORU?A, A",0,109071.12,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050865,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,70577.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050869,N,ES,V,31,0,35,1,,1,A,S,S,,KHE,N,1,28,MADRID,1,45758.82,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1050838,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,15,"CORU?A, A",1,90092.43,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050901,N,ES,H,31,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,84510.09,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050905,N,ES,V,57,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,57926.16,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050927,N,ES,H,32,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,195550.95,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050930,N,ES,H,36,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,88561.68,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050931,N,ES,H,25,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050932,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,44001.6,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050933,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,49700.76,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050934,N,ES,H,29,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050935,N,ES,V,25,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,47843.46,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050936,N,ES,V,29,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,31697.07,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050937,N,ES,V,30,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,50423.58,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050938,N,ES,V,30,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,57371.76,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050939,N,ES,H,29,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050940,N,ES,H,67,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,50423.58,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050941,N,ES,H,55,0,34,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,57926.16,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050943,N,ES,H,32,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,50423.58,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050944,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORU?A, A",0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050926,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,9,BURGOS,1,91258.47,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050902,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,10,CACERES,1,38074.32,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050925,N,ES,H,24,0,35,1,,1,I,S,S,,KHE,N,1,28,MADRID,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050922,N,ES,H,22,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050906,N,ES,V,25,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,129751.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050907,N,ES,H,27,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,85067.16,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050908,N,ES,H,24,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,85670.88,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050909,N,ES,V,26,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,57926.16,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050910,N,ES,V,32,0,35,1,,1,I,S,N,,KHE,N,1,30,MURCIA,0,30906.81,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050911,N,ES,H,29,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,50229.09,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1050912,N,ES,V,33,0,35,1,,1,A,S,N,,KHE,N,1,39,CANTABRIA,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050913,N,ES,H,26,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050914,N,ES,H,25,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,34358.88,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050915,N,ES,H,37,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,122336.88,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050916,N,ES,H,30,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,182521.62,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050917,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,10,CACERES,0,49074.51,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050919,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,150781.41,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050920,N,ES,H,25,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1050921,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,5,AVILA,1,72013.38,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050924,N,ES,V,26,0,35,1,,1,A,S,N,,KHE,N,1,49,ZAMORA,1,67354.74,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050837,N,ES,H,22,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,166221.81,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050836,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,15,"CORU?A, A",1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050834,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORU?A, A",0,96211.98,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050748,N,ES,V,47,0,35,1,,1,I,S,N,,KHE,N,1,11,CADIZ,0,59406.69,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050749,N,ES,H,22,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,118859.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050750,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,13,CIUDAD REAL,1,13093.26,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050751,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,61214.85,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050752,N,ES,V,22,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,114761.19,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
